Serial No , Queue No , Type , Length , Speed , Arrival , Depart, Service , Wait 
3491,1,small,3,15,16600,0,0,0
3492,1,medium,8,12,16600,0,0,0
3493,1,large,15,7,16600,0,0,0
3494,1,large,16,5,16600,0,0,0
3495,2,small,4,18,16600,0,0,0
3496,2,large,15,5,16600,0,0,0
3497,2,large,14,5,16600,0,0,0
3498,2,large,16,8,16600,0,0,0
3499,2,medium,9,10,16600,0,0,0
3500,2,small,4,15,16600,0,0,0
3501,2,small,3,17,16600,0,0,0
3502,2,large,14,6,16600,0,0,0
3503,3,large,12,7,16600,0,0,0
3504,3,small,3,19,16600,0,0,0
3505,3,small,3,17,16600,0,0,0
3506,3,medium,9,10,16600,0,0,0
3507,3,medium,7,13,16600,0,0,0
3508,3,large,15,8,16600,0,0,0
3509,1,medium,7,11,16700,0,0,0
3510,1,large,15,6,16700,0,0,0
3511,1,large,13,6,16700,0,0,0
3512,1,small,3,18,16700,0,0,0
3513,1,large,12,6,16700,0,0,0
3514,1,medium,8,13,16700,0,0,0
3515,1,small,3,15,16700,0,0,0
3516,1,large,16,6,16700,0,0,0
3517,2,medium,8,11,16700,0,0,0
3518,2,medium,9,11,16700,0,0,0
3519,2,medium,7,11,16700,0,0,0
3520,2,medium,7,14,16700,0,0,0
3521,2,medium,7,11,16700,0,0,0
3522,2,medium,9,12,16700,0,0,0
3523,2,small,3,16,16700,0,0,0
3524,2,large,14,7,16700,0,0,0
3525,3,small,4,15,16700,0,0,0
3526,3,medium,8,10,16700,0,0,0
3527,3,medium,7,14,16700,0,0,0
3528,3,small,3,16,16700,0,0,0
3529,3,small,3,17,16700,0,0,0
3530,3,large,13,9,16700,0,0,0
3531,3,large,16,8,16700,0,0,0
3532,3,large,14,8,16700,0,0,0
3533,1,medium,7,13,16800,0,0,0
3534,1,small,3,19,16800,0,0,0
3535,1,medium,7,12,16800,0,0,0
3536,1,medium,7,10,16800,0,0,0
3537,1,small,4,19,16800,0,0,0
3538,1,large,15,9,16800,0,0,0
3539,2,small,4,19,16800,0,0,0
3540,2,large,16,5,16800,0,0,0
3541,2,large,15,8,16800,0,0,0
3542,2,medium,8,13,16800,0,0,0
3543,2,medium,7,10,16800,0,0,0
3544,2,medium,9,12,16800,0,0,0
3545,3,small,3,17,16800,0,0,0
3546,3,large,16,8,16800,0,0,0
3547,3,small,4,19,16800,0,0,0
3548,3,large,12,9,16800,0,0,0
3549,3,small,3,18,16800,0,0,0
3550,3,small,4,16,16800,0,0,0
3551,1,small,4,18,16900,0,0,0
3552,1,large,16,5,16900,0,0,0
3553,1,medium,8,10,16900,0,0,0
3554,1,medium,8,10,16900,0,0,0
3555,1,large,15,5,16900,0,0,0
3556,1,large,14,6,16900,0,0,0
3557,1,large,12,8,16900,0,0,0
3558,1,medium,9,10,16900,0,0,0
3559,2,large,15,8,16900,0,0,0
3560,2,large,14,7,16900,0,0,0
3561,2,small,3,17,16900,0,0,0
3562,2,small,4,16,16900,0,0,0
3563,2,medium,9,10,16900,0,0,0
3564,2,small,3,16,16900,0,0,0
3565,2,medium,8,10,16900,0,0,0
3566,3,small,4,17,16900,0,0,0
3567,3,large,13,8,16900,0,0,0
3568,3,large,16,7,16900,0,0,0
3569,3,medium,7,10,16900,0,0,0
3570,3,small,3,15,16900,0,0,0
3571,3,large,13,5,16900,0,0,0
3572,1,medium,7,11,17000,0,0,0
3573,1,medium,7,13,17000,0,0,0
3574,1,medium,7,13,17000,0,0,0
3575,1,large,15,9,17000,0,0,0
3576,1,small,3,15,17000,0,0,0
3577,1,medium,9,10,17000,0,0,0
3578,1,large,12,6,17000,0,0,0
3579,2,medium,9,12,17000,0,0,0
3580,2,large,13,9,17000,0,0,0
3581,2,small,4,19,17000,0,0,0
3582,2,large,13,9,17000,0,0,0
3583,2,small,4,17,17000,0,0,0
3584,2,large,15,8,17000,0,0,0
3585,3,small,4,19,17000,0,0,0
3586,3,large,12,9,17000,0,0,0
3587,3,medium,9,14,17000,0,0,0
3588,3,medium,7,14,17000,0,0,0
3589,3,small,4,17,17000,0,0,0
3590,3,small,3,15,17000,0,0,0
3591,3,medium,7,11,17000,0,0,0
3592,3,small,3,15,17000,0,0,0
